单号,货品编码,货品名称,仓库名称,出入库时间,单据类型,库存类型,出入数量,结存数量,ERP订单号,外部流水号
LBX0325661706422012,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 13:01:35,交易出库,可销售库存,-1,1976,149907643517559090,149907643517559090
LBX0325661706431625,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 13:01:35,交易出库,可销售库存,-1,1972,149329596154083913,149329596154083913
LBX0325661706430657,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 13:01:35,交易出库,可销售库存,-1,1982,149329372158491704,149329372158491704
LBX0325661706420444,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 13:01:24,交易出库,可销售库存,-1,1984,149327692435411000,149327692435411000
LBX0325661706438663,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 13:01:11,交易出库,可销售库存,-1,1986,135927682208464642,135927682208464642
LBX0325661706432243,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 13:01:11,交易出库,可销售库存,-1,1989,135884869060318357,135884869060318357
LBX0325661706423080,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 13:01:11,交易出库,可销售库存,-1,1985,149327608123167511,149327608123167511
LBX0325661706440343,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 13:01:11,交易出库,可销售库存,-1,1987,149634911379313717,149634911379313717
LBX0325661706424716,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 13:01:11,交易出库,可销售库存,-1,1988,149918982784058072,149918982784058072
LBX0325661706431532,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 13:00:59,交易出库,可销售库存,-1,1990,149329092398195121,149329092398195121
LBX0325661706424602,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 13:00:58,交易出库,可销售库存,-1,1991,149305349082778226,149305349082778226
LBX0325661706447836,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 13:00:11,交易出库,可销售库存,-1,1994,149907669223879671,149907669223879671
LBX0325661706433162,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 13:00:11,交易出库,可销售库存,-1,1992,149961456582006160,149961456582006160
LBX0325661706430166,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 13:00:11,交易出库,可销售库存,-1,1993,149304145570478622,149304145570478622
LBX0325661706445267,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:59:59,交易出库,可销售库存,-1,1995,149919206874580082,149919206874580082
LBX0325661706432654,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:59:47,交易出库,可销售库存,-1,1996,149306105145739013,149306105145739013
LBX0325661706434563,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:59:36,交易出库,可销售库存,-1,1997,149909127062643471,149909127062643471
LBX0325661706452069,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:59:25,交易出库,可销售库存,-1,2001,135927122575512952,135927122575512952
LBX0325661706443377,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:59:25,交易出库,可销售库存,-1,2004,149306413035307703,149306413035307703
LBX0325661706402610,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:59:25,交易出库,可销售库存,-1,2006,149326208957899916,149326208957899916
LBX0325661706466410,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:59:25,交易出库,可销售库存,-1,1999,135886801324896648,135886801324896648
LBX0325661706482239,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:59:25,交易出库,可销售库存,-1,1998,149636871734721504,149636871734721504
LBX0325661706440879,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:59:25,交易出库,可销售库存,-1,2000,149911199795282080,149911199795282080
LBX0325661706448109,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:59:25,交易出库,可销售库存,-1,2005,149919486796957281,149919486796957281
LBX0325661706439417,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:59:25,交易出库,可销售库存,-1,2002,149905261508826384,149905261508826384
LBX0325661706400739,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:59:25,交易出库,可销售库存,-1,2003,135882713591118659,135882713591118659
LBX0325661706451094,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:59:13,交易出库,可销售库存,-1,2009,149328392966916200,149328392966916200
LBX0325661706466328,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:59:13,交易出库,可销售库存,-1,2008,149910975959298682,149910975959298682
LBX0325661706436393,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:59:13,交易出库,可销售库存,-1,2007,135982115199807750,135982115199807750
LBX0325661706447815,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:59:02,交易出库,可销售库存,-1,2010,135984019165395553,135984019165395553
LBX0325661706433075,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:58:39,交易出库,可销售库存,-1,2011,135884001477322231,135884001477322231
LBX0325661706467404,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:58:16,交易出库,可销售库存,-1,2015,135983375961437653,135983375961437653
LBX0325661706460883,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:58:16,交易出库,可销售库存,-1,2012,149922734491606392,149922734491606392
LBX0325661706396588,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:58:16,交易出库,可销售库存,-1,2018,135882853486539952,135882853486539952
LBX0325661706469075,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:58:16,交易出库,可销售库存,-1,2013,149486034097471728,149486034097471728
LBX0325661706473222,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:58:16,交易出库,可销售库存,-1,2016,149486286253071224,149486286253071224
LBX0325661706407430,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:58:16,交易出库,可销售库存,-1,2014,149303725112252921,149303725112252921
LBX0325661706390897,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:58:16,交易出库,可销售库存,-1,2017,149304061178896025,149304061178896025
LBX0325661706505216,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:57:58,交易出库,可销售库存,-2,2019,149911337319808496,149911337319808496
LBX0325661706505063,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:57:58,交易出库,可销售库存,-1,2021,149910945223229087,149910945223229087
LBX0325661706492846,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:57:57,交易出库,可销售库存,-1,2023,149969100605161967,149969100605161967
LBX0325661706481149,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:57:57,交易出库,可销售库存,-1,2024,149482814324771607,149482814324771607
LBX0325661706490148,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:57:57,交易出库,可销售库存,-1,2022,149638243010338025,149638243010338025
LBX0325661706404731,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:57:56,交易出库,可销售库存,-1,2026,149958992974227080,149958992974227080
LBX0325661706396613,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:57:56,交易出库,可销售库存,-1,2027,135925806006430857,135925806006430857
LBX0325661706398766,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:57:56,交易出库,可销售库存,-1,2025,135825256655679747,135825256655679747
LBX0325661706397633,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:57:56,交易出库,可销售库存,-1,2028,149958516996359387,149958516996359387
LBX0325661706402639,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:57:55,交易出库,可销售库存,-1,2029,149916994758840993,149916994758840993
LBX0325661706399775,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:57:55,交易出库,可销售库存,-1,2030,149303781191962313,149303781191962313
LBX0325661706393962,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:57:18,交易出库,可销售库存,-1,2031,149960224492646481,149960224492646481
LBX0325661706499780,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:57:07,交易出库,可销售库存,-1,2033,149910217956140264,149910217956140264
LBX0325661706500373,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:57:07,交易出库,可销售库存,-1,2032,149968120874541086,149968120874541086
LBX0325661706474292,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:56:54,交易出库,可销售库存,-1,2034,149330268951899113,149330268951899113
LBX0325661706404629,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:56:53,交易出库,可销售库存,-1,2035,135825676190007744,135825676190007744
LBX0325661706402658,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:56:40,交易出库,可销售库存,-1,2038,149326964725385815,149326964725385815
LBX0325661706512074,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:56:40,交易出库,可销售库存,-1,2036,149970080460890463,149970080460890463
LBX0325661706398651,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:56:40,交易出库,可销售库存,-1,2037,149632755522674617,149632755522674617
LBX0325661706396798,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:56:40,交易出库,可销售库存,-1,2039,149918842332441295,149918842332441295
LBX0325661706389864,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:56:40,交易出库,可销售库存,-1,2040,149482534318536500,149482534318536500
LBX0325661706508173,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:56:28,交易出库,可销售库存,-1,2041,149915259789820867,149915259789820867
LBX0325661706487630,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:56:28,交易出库,可销售库存,-1,2042,135985755577426930,135985755577426930
LBX0325661706394765,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:56:27,交易出库,可销售库存,-1,2044,149482394566439505,149482394566439505
LBX0325661706414303,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:56:27,交易出库,可销售库存,-2,2045,149958824857818773,149958824857818773
LBX0325661706398913,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:56:27,交易出库,可销售库存,-1,2047,149328000132599819,149328000132599819
LBX0325661706399793,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:56:27,交易出库,可销售库存,-1,2043,149302437979776409,149302437979776409
LBX0325661706402621,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:56:04,交易出库,可销售库存,-1,2048,149958460978921280,149958460978921280
LBX0325661706398650,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:55:53,交易出库,可销售库存,-1,2051,149918338295735274,149918338295735274
LBX0325661706396830,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:55:53,交易出库,可销售库存,-1,2050,135980883185622532,135980883185622532
LBX0325661706399800,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:55:53,交易出库,可销售库存,-1,2049,149303501466818405,149303501466818405
LBX0325661706404937,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:55:31,交易出库,可销售库存,-1,2052,149960756668584477,149960756668584477
LBX0325661706400781,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:55:31,交易出库,可销售库存,-1,2053,149326684763881116,149326684763881116
LBX0325661706397652,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:55:19,交易出库,可销售库存,-1,2054,135882573958186934,135882573958186934
LBX0325661706404814,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:55:08,交易出库,可销售库存,-1,2055,135884085047191034,135884085047191034
LBX0325661706526074,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:55:08,交易出库,可销售库存,-2,2056,135987939062032241,135987939062032241
LBX0325661706399795,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:54:57,交易出库,可销售库存,-1,2058,149302521897671129,149302521897671129
LBX0325661706397697,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:54:35,交易出库,可销售库存,-1,2059,149327468306873602,149327468306873602
LBX0325661706406579,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:54:12,交易出库,可销售库存,-1,2060,135980799017829345,135980799017829345
LBX0325661706423176,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:54:12,交易出库,可销售库存,-2,2061,149917470814420072,149917470814420072
LBX0325661706439302,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:54:12,交易出库,可销售库存,-2,2063,149327944947064811,149327944947064811
LBX0325661706406793,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:54:00,交易出库,可销售库存,-1,2065,135825592696355339,135825592696355339
LBX0325661706405733,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:54:00,交易出库,可销售库存,-1,2066,149962212065998277,149962212065998277
LBX0325661706405912,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:53:48,交易出库,可销售库存,-1,2067,149909407239726790,149909407239726790
LBX0325661706404689,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:53:48,交易出库,可销售库存,-1,2069,149918450289999887,149918450289999887
LBX0325661706399972,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:53:48,交易出库,可销售库存,-1,2068,135883525515200848,135883525515200848
LBX0325661706398631,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:53:36,交易出库,可销售库存,-1,2070,135924910718897353,135924910718897353
LBX0325661706403738,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:53:02,交易出库,可销售库存,-1,2071,149918254420649594,149918254420649594
LBX0325661706407403,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:52:39,交易出库,可销售库存,-1,2072,135980211111819133,135980211111819133
LBX0325661706407456,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:52:16,交易出库,可销售库存,-1,2073,135883553109503251,135883553109503251
LBX0325661706407493,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:51:19,交易出库,可销售库存,-1,2074,149918590198357993,149918590198357993
LBX0325661706430850,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:46:02,交易出库,可销售库存,-2,2048,149964732354651370,149964732354651370
LBX0325661706489535,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:45:28,交易出库,可销售库存,-1,2050,149914979537667498,149914979537667498
LBX0325661706460689,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:44:41,交易出库,可销售库存,-2,2051,135828952517585759,135828952517585759
LBX0325661706419882,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:42:38,交易出库,可销售库存,-1,2055,149328952353004717,149328952353004717
LBX0325661706426854,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:42:38,交易出库,可销售库存,-2,2053,149919262888917373,149919262888917373
LBX0325661706389899,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:41:53,交易出库,可销售库存,-1,2056,149632587530378516,149632587530378516
LBX0325661706426217,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:40:45,交易出库,可销售库存,-2,2057,149328028344217718,149328028344217718
LBX0325661706419953,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:39:26,交易出库,可销售库存,-1,2059,135826516922307156,135826516922307156
LBX0325661706434935,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:39:26,交易出库,可销售库存,-1,2061,149964592534415980,149964592534415980
LBX0325661706477155,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:39:26,交易出库,可销售库存,-1,2060,149913775277225397,149913775277225397
LBX0325661706416741,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:39:15,交易出库,可销售库存,-1,2062,149911003009284095,149911003009284095
LBX0325661706409563,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:38:53,交易出库,可销售库存,-1,2063,149304453176312101,149304453176312101
LBX0325661706464592,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:38:30,交易出库,可销售库存,-1,2064,149307701162139601,149307701162139601
LBX0325661706431432,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:38:30,交易出库,可销售库存,-1,2065,149483794710614603,149483794710614603
LBX0325661706407870,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:38:19,交易出库,可销售库存,-1,2066,149919038286917473,149919038286917473
LBX0325661706401477,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:38:07,交易出库,可销售库存,-1,2067,149326348928143808,149326348928143808
LBX0325661706402657,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:38:07,交易出库,可销售库存,-1,2068,149326516907651606,149326516907651606
LBX0325661706390825,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:37:22,交易出库,可销售库存,-1,2069,149959412698072874,149959412698072874
LBX0325661706420425,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:37:22,交易出库,可销售库存,-1,2070,149963052076285261,149963052076285261
LBX0325661706410432,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:37:00,交易出库,可销售库存,-1,2071,149482086646034420,149482086646034420
LBX0325661706396794,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:36:03,交易出库,可销售库存,-1,2074,149482674681012813,149482674681012813
LBX0325661706411492,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:36:03,交易出库,可销售库存,-1,2072,135884141065646250,135884141065646250
LBX0325661706397844,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:36:03,交易出库,可销售库存,-1,2073,135925106876425138,135925106876425138
LBX0325661706400778,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:35:41,交易出库,可销售库存,-1,2076,149901453893993274,149901453893993274
LBX0325661706416964,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:35:41,交易出库,可销售库存,-1,2075,149306105029096720,149306105029096720
LBX0325661706403672,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:35:29,交易出库,可销售库存,-1,2077,149959860750865070,149959860750865070
LBX0325661706422648,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:35:18,交易出库,可销售库存,-1,2078,149960784897613476,149960784897613476
LBX0325661706408444,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:35:07,交易出库,可销售库存,-1,2079,135924798923104549,135924798923104549
LBX0325661706408601,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:34:44,交易出库,可销售库存,-1,2080,135981051161020259,135981051161020259
LBX0325661706417125,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:34:44,交易出库,可销售库存,-1,2081,135924826719344459,135924826719344459
LBX0325661706410712,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:34:33,交易出库,可销售库存,-1,2082,149963024040794478,149963024040794478
LBX0325661706404662,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:34:33,交易出库,可销售库存,-1,2083,149960084768692361,149960084768692361
LBX0325661706406818,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:34:11,交易出库,可销售库存,-1,2084,149961120530169686,149961120530169686
LBX0325661706438226,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:33:48,交易出库,可销售库存,-1,2086,135883861811605350,135883861811605350
LBX0325661706405940,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:33:48,交易出库,可销售库存,-1,2087,149327468579020923,149327468579020923
LBX0325661706403606,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:33:48,交易出库,可销售库存,-1,2085,135882545822798234,135882545822798234
LBX0325661706411291,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:33:37,交易出库,可销售库存,-1,2088,149327076558143312,149327076558143312
LBX0325661706411643,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:33:26,交易出库,可销售库存,-1,2089,149909211508689976,149909211508689976
LBX0325661706409870,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:33:15,交易出库,可销售库存,-1,2090,149963304217952176,149963304217952176
LBX0325661706410715,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:32:53,交易出库,可销售库存,-1,2091,149962072254373883,149962072254373883
LBX0325661706411782,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:32:41,交易出库,可销售库存,-1,2092,149962716293599878,149962716293599878
LBX0325661706469168,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:32:41,交易出库,可销售库存,-1,2094,135828756444264140,135828756444264140
LBX0325661706414622,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:32:41,交易出库,可销售库存,-1,2093,135926394024199651,135926394024199651
LBX0325661706415622,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:32:30,交易出库,可销售库存,-1,2095,149483122380008025,149483122380008025
LBX0325661706415380,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:32:19,交易出库,可销售库存,-1,2096,149482618453172807,149482618453172807
LBX0325661706421657,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:32:08,交易出库,可销售库存,-1,2097,149905205178418461,149905205178418461
LBX0325661706419067,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:31:34,交易出库,可销售库存,-1,2098,149302913582816229,149302913582816229
LBX0325661706420093,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:03:20,交易出库,可销售库存,-1,2099,135882993644318545,135882993644318545
LBX0325661706418080,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:03:08,交易出库,可销售库存,-1,2100,149903385191034873,149903385191034873
LBX0325661706424275,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:02:09,交易出库,可销售库存,-1,2101,135826320270012851,135826320270012851
LBX0325661706422593,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:01:58,交易出库,可销售库存,-1,2105,135981135354765058,135981135354765058
LBX0325661706420883,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:01:58,交易出库,可销售库存,-1,2104,149306049073009418,149306049073009418
LBX0325661706426313,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:01:58,交易出库,可销售库存,-1,2102,135883357930174952,135883357930174952
LBX0325661706434516,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:01:58,交易出库,可销售库存,-1,2103,149905933244813881,149905933244813881
LBX0325661706486231,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:01:46,交易出库,可销售库存,-1,2109,135984383832941254,135984383832941254
LBX0325661706428235,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:01:46,交易出库,可销售库存,-1,2110,149960224930015371,149960224930015371
