单号,货品编码,货品名称,仓库名称,出入库时间,单据类型,库存类型,出入数量,结存数量,ERP订单号,外部流水号
LBX0325661706419115,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:01:46,交易出库,可销售库存,-1,2108,135883413313286049,135883413313286049
LBX0325661706500372,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:01:46,交易出库,可销售库存,-1,2106,149488358530001828,149488358530001828
LBX0325661706430155,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:01:46,交易出库,可销售库存,-1,2107,135883525851100052,135883525851100052
LBX0325661706476057,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:01:35,交易出库,可销售库存,-1,2111,149306525975641400,149306525975641400
LBX0325661706419967,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:00:59,交易出库,可销售库存,-1,2114,149328560948473827,149328560948473827
LBX0325661706431697,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:00:59,交易出库,可销售库存,-1,2113,135885821232456935,135885821232456935
LBX0325661706479487,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:00:59,交易出库,可销售库存,-1,2112,149914643485716184,149914643485716184
LBX0325661706421046,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:00:58,交易出库,可销售库存,-1,2115,149918366231012389,149918366231012389
LBX0325661706416497,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:00:58,交易出库,可销售库存,-2,2116,135825592898225945,135825592898225945
LBX0325661706467499,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:00:46,交易出库,可销售库存,-1,2118,149917302774660787,149917302774660787
LBX0325661706454668,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:00:22,交易出库,可销售库存,-1,2119,149911871757075967,149911871757075967
LBX0325661706452633,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:00:09,交易出库,可销售库存,-1,2122,135928550360484759,135928550360484759
LBX0325661706435581,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:00:09,交易出库,可销售库存,-1,2121,135982899047784336,135982899047784336
LBX0325661706424303,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 12:00:09,交易出库,可销售库存,-1,2120,149962408241289565,149962408241289565
LBX0325661706477790,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:59:57,交易出库,可销售库存,-1,2123,149908481776157193,149908481776157193
LBX0325661706428682,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:59:57,交易出库,可销售库存,-1,2124,135826880603611633,135826880603611633
LBX0325661706414716,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:59:46,交易出库,可销售库存,-2,2127,149960756747538975,149960756747538975
LBX0325661706465159,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:59:46,交易出库,可销售库存,-1,2126,149906969367230197,149906969367230197
LBX0325661706442439,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:59:46,交易出库,可销售库存,-1,2125,149634687530672810,149634687530672810
LBX0325661706443045,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:59:35,交易出库,可销售库存,-1,2129,149483514780301027,149483514780301027
LBX0325661706451187,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:59:35,交易出库,可销售库存,-1,2130,149963360799148478,149963360799148478
LBX0325661706503438,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:59:24,交易出库,可销售库存,-1,2131,149488778241373617,149488778241373617
LBX0325661706464634,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:59:24,交易出库,可销售库存,-1,2132,149482646910730222,149482646910730222
LBX0325661706449827,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:59:01,交易出库,可销售库存,-1,2133,135886017780648253,135886017780648253
LBX0325661706526105,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:57:53,交易出库,可销售库存,-1,2134,149334636205253406,149334636205253406
LBX0325661706410563,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:56:10,交易出库,可销售库存,-2,2135,149903385391137662,149903385391137662
LBX0325661706395922,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:55:47,交易出库,可销售库存,-2,2137,149960644309380289,149960644309380289
LBX0325661706407595,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:54:50,交易出库,可销售库存,-1,2139,149917022995478997,149917022995478997
LBX0325661706489694,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:54:50,交易出库,可销售库存,-1,2075,135831024344878559,135831024344878559
LBX0325661706406588,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:53:19,交易出库,可销售库存,-1,2140,149326852733090924,149326852733090924
LBX0325661706404590,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:52:11,交易出库,可销售库存,-1,2141,149326152900831706,149326152900831706
LBX0325661706532122,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:41:11,交易出库,可销售库存,-1,2142,135986763988651348,135986763988651348
LBX0325661706442951,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:39:06,交易出库,可销售库存,-1,2076,135827748909534137,135827748909534137
LBX0325661706442951,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:39:06,交易出库,可销售库存,-2,2143,135827748909534137,135827748909534137
LBX0325661706279080,XY521068155265,Graceland Fruit 整粒蔓越莓果干 1000克,菜鸟上海保税1号仓,2018-04-18 11:32:36,交易出库,可销售库存,-1,69,149474638878545618,149474638878545618
LBX0325661706423644,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:32:25,交易出库,可销售库存,-1,2077,149904757140591079,149904757140591079
LBX0325661706423644,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:32:25,交易出库,可销售库存,-1,2145,149904757140591079,149904757140591079
LBX0325661706481047,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:31:40,交易出库,可销售库存,-1,2078,135829568048203555,135829568048203555
LBX0325661706481047,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:31:40,交易出库,可销售库存,-1,2146,135829568048203555,135829568048203555
LBX0325661706414564,XY521074249153,Graceland Fruit 酸樱桃果干 1000克,菜鸟上海保税1号仓,2018-04-18 11:30:54,交易出库,可销售库存,-1,119,149917498758024770,149917498758024770
LBX0325661706429666,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:30:31,交易出库,可销售库存,-1,2079,135981303985684234,135981303985684234
LBX0325661706429666,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:30:31,交易出库,可销售库存,-1,2147,135981303985684234,135981303985684234
LBX0325661706534172,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:29:55,交易出库,可销售库存,-1,2080,149640763860448613,149640763860448613
LBX0325661706497472,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:29:55,交易出库,可销售库存,-1,2148,149925002450160876,149925002450160876
LBX0325661706551277,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:29:30,交易出库,可销售库存,-1,2082,135886745179391933,135886745179391933
LBX0325661706468861,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:29:30,交易出库,可销售库存,-1,2083,149908705562376469,149908705562376469
LBX0325661706468861,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:29:30,交易出库,可销售库存,-1,2149,149908705562376469,149908705562376469
LBX0325661706522992,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:29:30,交易出库,可销售库存,-1,2081,149337296261507721,149337296261507721
LBX0325661706434239,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:17:57,交易出库,可销售库存,-1,2084,149918842720262165,149918842720262165
LBX0325661706434239,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:17:57,交易出库,可销售库存,-1,2150,149918842720262165,149918842720262165
LBX0325661706430491,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:17:10,交易出库,可销售库存,-1,2085,135981555466228147,135981555466228147
LBX0325661706430491,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:17:10,交易出库,可销售库存,-1,2151,135981555466228147,135981555466228147
LBX0325661706434698,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:16:25,交易出库,可销售库存,-1,2086,149329568476168014,149329568476168014
LBX0325661706434698,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:16:25,交易出库,可销售库存,-1,2152,149329568476168014,149329568476168014
LBX0325661706440014,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:15:17,交易出库,可销售库存,-1,2087,149910163241263183,149910163241263183
LBX0325661706440014,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:15:17,交易出库,可销售库存,-1,2153,149910163241263183,149910163241263183
LBX0325661706430473,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:15:05,交易出库,可销售库存,-1,2088,149483822638005313,149483822638005313
LBX0325661706430473,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:15:05,交易出库,可销售库存,-1,2154,149483822638005313,149483822638005313
LBX0325661706460930,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:14:54,交易出库,可销售库存,-1,2089,149483094332127501,149483094332127501
LBX0325661706460930,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:14:54,交易出库,可销售库存,-1,2155,149483094332127501,149483094332127501
LBX0325661706474409,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:14:54,交易出库,可销售库存,-1,2090,135928354335695256,135928354335695256
LBX0325661706474409,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:14:54,交易出库,可销售库存,-1,2156,135928354335695256,135928354335695256
LBX0325661706401478,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:14:42,交易出库,可销售库存,-1,2092,149908707238820174,149908707238820174
LBX0325661706401478,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:14:42,交易出库,可销售库存,-1,2158,149908707238820174,149908707238820174
LBX0325661706479348,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:14:42,交易出库,可销售库存,-1,2091,149636535920864423,149636535920864423
LBX0325661706479348,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:14:42,交易出库,可销售库存,-1,2157,149636535920864423,149636535920864423
LBX0325661706405941,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:14:30,交易出库,可销售库存,-1,2093,149909267339265066,149909267339265066
LBX0325661706405941,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:14:30,交易出库,可销售库存,-1,2159,149909267339265066,149909267339265066
LBX0325661706419172,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:13:22,交易出库,可销售库存,-1,2094,149633455008937418,149633455008937418
LBX0325661706419172,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:13:22,交易出库,可销售库存,-1,2160,149633455008937418,149633455008937418
LBX0325661706458625,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:12:48,交易出库,可销售库存,-1,2095,149914055073686899,149914055073686899
LBX0325661706458625,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:12:48,交易出库,可销售库存,-1,2161,149914055073686899,149914055073686899
LBX0325661706441118,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:12:36,交易出库,可销售库存,-1,2096,149903217991129485,149903217991129485
LBX0325661706441118,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:12:36,交易出库,可销售库存,-1,2162,149903217991129485,149903217991129485
LBX0325661706410787,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:11:49,交易出库,可销售库存,-1,2097,149483038646757723,149483038646757723
LBX0325661706410787,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:11:49,交易出库,可销售库存,-1,2163,149483038646757723,149483038646757723
LBX0325661706480202,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:11:46,交易出库,可销售库存,-1,2098,135979623815494049,135979623815494049
LBX0325661706480202,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:11:46,交易出库,可销售库存,-1,2164,135979623815494049,135979623815494049
LBX0325661706417719,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:11:34,交易出库,可销售库存,-1,2099,149962016608290765,149962016608290765
LBX0325661706417719,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:11:34,交易出库,可销售库存,-1,2165,149962016608290765,149962016608290765
LBX0325661706433009,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:11:01,交易出库,可销售库存,-1,2100,149903217671269972,149903217671269972
LBX0325661706433009,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:11:01,交易出库,可销售库存,-1,2166,149903217671269972,149903217671269972
LBX0325661706411330,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:10:38,交易出库,可销售库存,-1,2101,135980435366696058,135980435366696058
LBX0325661706411330,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:10:38,交易出库,可销售库存,-1,2167,135980435366696058,135980435366696058
LBX0325661706477264,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:09:53,交易出库,可销售库存,-1,2102,149326516951555015,149326516951555015
LBX0325661706477264,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 11:09:53,交易出库,可销售库存,-1,2168,149326516951555015,149326516951555015
LBX0325661706085318,XY521074249153,Graceland Fruit 酸樱桃果干 1000克,菜鸟上海保税1号仓,2018-04-18 10:37:03,交易出库,可销售库存,-1,120,149306524448253616,149306524448253616
